timestamp(ms),X(g),Y(g),Z(g),class
184993,-2.59,-1.37,-9.92,3
67417,-2.71,-1.41,-9.92,4
150601,-3.18,-1.45,-9.81,5
43057,-2.16,-1.26,-10.00,2
182845,-2.35,-1.33,-9.96,0
26341,-3.84,-1.49,-9.49,1
64057,-3.80,-1.45,-9.53,1
199105,-2.35,-1.33,-9.96,0
132373,-3.80,-1.49,-9.57,1
204961,-3.18,-1.45,-9.85,5
80953,-3.14,-1.53,-9.81,5
28681,-2.35,-1.45,-9.96,0
87385,-3.14,-1.41,-9.77,5
70369,-3.88,-1.49,-9.49,1
207421,-2.24,-1.18,-10.00,2
142057,-3.18,-1.45,-9.89,5
237457,-4.00,-1.53,-9.49,1
128881,-2.47,-1.41,-9.96,0
83113,-2.71,-1.45,-9.92,4
186913,-2.79,-1.37,-9.96,4
140809,-2.16,-1.22,-10.00,2
243505,-2.24,-1.26,-9.96,2
111625,-2.47,-1.45,-9.89,0
36013,-2.16,-1.22,-10.04,2
108529,-2.71,-1.45,-9.85,4
249877,-2.43,-1.37,-10.00,0
144553,-2.16,-1.22,-10.00,2
39973,-3.84,-1.49,-9.53,1
44233,-3.92,-1.49,-9.41,1
200749,-2.16,-1.22,-10.04,2
60385,-2.75,-1.41,-9.92,4
46429,-3.84,-1.53,-9.53,1
209233,-3.92,-1.53,-9.49,1
155137,-3.10,-1.45,-9.77,5
174997,-2.67,-1.41,-9.92,3
41365,-2.67,-1.37,-9.89,4
239797,-2.71,-1.41,-9.92,4
45469,-3.10,-1.49,-9.85,5
219493,-2.35,-1.33,-9.92,0
237637,-3.18,-1.45,-9.81,5
179113,-2.20,-1.18,-10.00,2
156193,-2.67,-1.37,-9.92,3
109201,-3.88,-1.49,-9.53,1
127429,-2.71,-1.37,-9.85,4
235417,-2.43,-1.33,-9.96,0
244201,-2.67,-1.33,-9.96,3
106669,-3.84,-1.49,-9.49,1
225253,-4.04,-1.49,-9.45,1
220909,-3.18,-1.41,-9.85,5
200977,-3.18,-1.49,-9.89,5
167905,-3.96,-1.49,-9.49,1
197725,-2.35,-1.33,-9.96,0
51745,-3.18,-1.53,-9.81,5
120661,-2.47,-1.41,-9.89,0
134413,-2.75,-1.41,-9.96,4
102253,-3.96,-1.57,-9.49,1
118585,-2.43,-1.37,-9.96,0
80077,-2.75,-1.33,-9.92,4
100465,-2.63,-1.37,-9.96,3
91273,-2.67,-1.37,-9.89,3
143677,-2.63,-1.33,-9.89,3
78025,-2.47,-1.45,-9.89,0
185209,-2.20,-1.22,-10.04,2
44473,-3.10,-1.49,-9.81,5
67177,-3.96,-1.45,-9.45,1
232813,-2.79,-1.37,-9.92,4
230881,-2.20,-1.22,-10.04,2
55057,-2.71,-1.37,-9.89,3
161893,-2.39,-1.41,-9.96,0
76717,-3.14,-1.49,-9.85,5
128485,-2.71,-1.41,-9.92,3
238573,-2.67,-1.41,-9.96,4
67513,-3.80,-1.53,-9.61,1
62749,-3.14,-1.53,-9.85,5
218281,-3.92,-1.53,-9.41,1
197065,-2.39,-1.29,-9.96,0
36169,-2.71,-1.41,-9.85,4
96925,-2.79,-1.41,-9.85,4
83161,-2.71,-1.45,-9.89,4
179125,-2.67,-1.37,-9.96,3
220945,-2.67,-1.45,-9.92,3
177553,-4.04,-1.49,-9.45,1
98953,-2.71,-1.41,-9.89,3
99493,-2.16,-1.26,-10.00,2
198421,-2.31,-1.33,-10.00,0
74797,-2.20,-1.22,-10.00,2
118609,-3.92,-1.49,-9.57,1
217621,-2.67,-1.33,-9.96,3
53377,-2.24,-1.18,-10.04,2
168733,-2.20,-1.26,-10.00,2
225397,-2.63,-1.37,-9.92,3
166225,-3.18,-1.45,-9.89,5
186625,-2.71,-1.37,-9.92,4
57013,-2.67,-1.37,-9.92,3
107233,-2.16,-1.26,-10.04,2
173905,-2.43,-1.33,-9.92,0
82201,-2.67,-1.41,-9.96,3
75037,-2.63,-1.37,-9.92,3
227425,-3.14,-1.49,-9.77,5
161533,-2.67,-1.41,-9.92,4
155053,-3.14,-1.45,-9.73,5
121837,-2.67,-1.37,-9.92,3
71497,-3.10,-1.49,-9.81,5
106417,-3.92,-1.53,-9.49,1
118213,-4.12,-1.53,-9.49,1
34273,-2.39,-1.45,-9.96,0
78913,-2.43,-1.49,-9.92,0
216265,-2.24,-1.22,-10.04,2
144577,-2.12,-1.22,-9.96,2
209521,-2.39,-1.37,-10.00,0
65497,-3.88,-1.53,-9.57,1
158761,-2.16,-1.22,-10.00,2
248797,-2.43,-1.33,-9.96,0
21361,-3.14,-1.53,-9.85,5
157393,-2.39,-1.41,-9.96,0
119569,-3.84,-1.53,-9.49,1
34885,-3.14,-1.49,-9.81,5
176017,-2.67,-1.33,-9.92,3
113173,-2.43,-1.41,-9.92,0
25129,-3.88,-1.53,-9.49,1
188005,-2.43,-1.33,-9.89,0
81169,-3.14,-1.49,-9.81,5
104881,-2.39,-1.45,-9.89,0
67825,-2.67,-1.37,-9.96,3
240661,-4.00,-1.57,-9.45,1
29377,-2.75,-1.37,-9.89,4
24397,-2.39,-1.53,-9.96,0
66985,-2.71,-1.37,-9.89,3
51601,-2.71,-1.41,-9.89,3
45481,-3.80,-1.49,-9.49,1
142321,-2.71,-1.33,-9.92,3
104365,-2.71,-1.37,-9.89,3
31333,-2.71,-1.37,-10.00,4
120133,-2.71,-1.45,-9.89,4
117169,-2.39,-1.45,-9.92,0
245653,-2.43,-1.37,-9.92,0
120685,-2.39,-1.45,-9.96,0
150877,-2.43,-1.37,-9.96,0
128209,-2.39,-1.41,-9.96,0
75673,-3.88,-1.45,-9.49,1
137173,-2.43,-1.49,-9.96,0
51937,-2.43,-1.45,-9.96,0
242977,-2.63,-1.41,-9.96,3
141889,-3.84,-1.49,-9.61,1
116233,-3.18,-1.45,-9.85,5
171037,-2.71,-1.33,-9.92,3
166921,-2.12,-1.22,-10.00,2
45625,-2.16,-1.22,-9.96,2
22681,-2.71,-1.41,-9.92,4
242761,-3.88,-1.49,-9.45,1
78793,-2.63,-1.37,-9.92,3
89893,-2.47,-1.45,-9.96,0
120361,-4.00,-1.45,-9.53,1
113665,-3.10,-1.49,-9.77,5
148129,-2.24,-1.22,-10.00,2
208465,-3.10,-1.53,-9.65,5
135181,-3.88,-1.57,-9.49,1
58489,-2.39,-1.49,-9.89,0
115321,-2.71,-1.41,-9.92,4
233845,-2.71,-1.37,-9.92,3
134713,-2.75,-1.41,-9.92,4
154069,-3.14,-1.53,-9.73,5
125425,-3.18,-1.45,-9.81,5
54169,-3.18,-1.49,-9.81,5
53533,-2.16,-1.29,-10.04,2
100045,-2.20,-1.26,-10.00,2
79597,-2.47,-1.45,-9.92,0
117325,-2.67,-1.45,-9.85,4
214909,-2.71,-1.33,-9.89,3
69541,-2.16,-1.26,-10.04,2
54577,-3.14,-1.45,-9.77,5
58129,-2.71,-1.45,-9.89,4
113137,-3.96,-1.49,-9.49,1
241165,-3.96,-1.53,-9.49,1
243649,-3.96,-1.41,-9.57,1
213481,-3.18,-1.49,-9.77,5
143449,-3.92,-1.57,-9.57,1
107677,-2.67,-1.37,-9.89,3
54277,-3.10,-1.49,-9.81,5
202993,-2.67,-1.37,-9.92,3
177985,-2.39,-1.37,-9.96,0
117613,-3.92,-1.53,-9.49,1
73105,-2.39,-1.49,-9.92,0
218449,-2.24,-1.22,-10.04,2
141097,-2.67,-1.37,-9.81,3
111913,-3.88,-1.49,-9.49,1
234157,-2.24,-1.26,-10.04,2
145753,-3.14,-1.53,-9.81,5
73141,-3.92,-1.49,-9.49,1
35629,-3.18,-1.45,-9.77,5
30181,-2.67,-1.41,-10.00,3
69181,-2.39,-1.45,-9.96,0
63157,-3.10,-1.49,-9.81,5
203125,-2.67,-1.33,-9.92,3
80605,-2.43,-1.45,-9.92,0
100045,-3.96,-1.49,-9.41,1
223933,-3.18,-1.45,-9.85,5
97933,-2.71,-1.45,-9.96,3
128377,-2.43,-1.41,-9.92,0
143605,-3.88,-1.53,-9.53,1
151261,-2.39,-1.37,-10.00,0
61717,-2.43,-1.45,-9.96,0
158485,-2.79,-1.41,-9.92,4
117601,-2.20,-1.22,-9.96,2
32857,-3.18,-1.49,-9.81,5
159769,-3.14,-1.45,-9.81,5
214537,-2.71,-1.45,-10.00,4
198937,-2.63,-1.37,-9.92,3
244681,-2.71,-1.41,-9.89,4
211861,-2.71,-1.41,-9.89,4
76393,-2.16,-1.22,-10.00,2
173857,-2.20,-1.26,-10.04,2
204649,-2.12,-1.22,-10.04,2
123709,-2.71,-1.37,-9.96,3
156769,-2.71,-1.45,-9.89,4
179485,-2.16,-1.18,-10.04,2
97237,-3.06,-1.53,-9.81,5
104497,-2.16,-1.26,-10.00,2
143893,-2.67,-1.41,-9.89,4
129049,-2.47,-1.45,-9.96,0
64513,-2.71,-1.37,-9.96,3
196681,-2.39,-1.41,-9.96,0
215485,-2.20,-1.22,-10.04,2
209065,-2.75,-1.41,-9.92,4
238033,-3.96,-1.45,-9.53,1
145909,-2.71,-1.45,-9.92,4
56833,-3.10,-1.49,-9.81,5
113257,-3.92,-1.49,-9.53,1
193285,-2.63,-1.37,-9.92,3
100141,-2.67,-1.33,-9.92,3
226597,-2.71,-1.37,-9.89,3
135661,-2.43,-1.41,-9.92,0
134749,-2.39,-1.41,-9.96,0
208117,-2.71,-1.41,-9.92,4
34369,-2.63,-1.37,-9.85,3
171385,-3.10,-1.45,-9.81,5
38029,-2.75,-1.33,-9.92,3
43033,-3.18,-1.49,-9.81,5
94033,-2.16,-1.22,-10.00,2
139945,-2.39,-1.41,-10.00,0
27421,-2.67,-1.41,-9.92,3
210589,-3.84,-1.49,-9.49,1
61681,-2.63,-1.37,-9.96,3
122101,-3.14,-1.45,-9.81,5
103021,-2.43,-1.45,-9.96,0
241237,-2.63,-1.37,-9.92,3
122509,-2.71,-1.41,-9.92,4
186685,-2.67,-1.33,-9.92,3
28777,-2.28,-1.49,-9.96,0
157129,-2.16,-1.26,-10.04,2
243997,-2.20,-1.26,-10.04,2
165709,-2.71,-1.37,-9.92,3
66745,-3.84,-1.57,-9.57,1
251221,-2.16,-1.18,-10.00,2
231265,-2.63,-1.33,-9.92,3
170929,-2.63,-1.37,-9.92,3
140713,-2.79,-1.37,-9.89,4
30373,-2.67,-1.33,-9.89,3
197977,-2.71,-1.37,-10.00,4
20293,-3.88,-1.53,-9.53,1
56137,-2.43,-1.45,-9.92,0
161557,-2.67,-1.37,-9.92,3
158305,-2.20,-1.26,-10.04,2
162073,-2.39,-1.41,-10.00,0
198589,-2.71,-1.45,-9.89,4
121153,-3.84,-1.49,-9.45,1
87961,-2.67,-1.41,-9.89,4
101077,-3.14,-1.53,-9.81,5
258001,-2.20,-1.22,-10.04,2
166861,-2.67,-1.33,-9.89,3
129085,-2.43,-1.41,-9.96,0
104845,-3.88,-1.49,-9.53,1
120505,-2.47,-1.41,-9.92,0
244201,-3.88,-1.53,-9.53,1
124957,-2.75,-1.37,-9.96,4
91981,-3.18,-1.45,-9.81,5
216169,-2.71,-1.41,-9.85,4
215401,-2.71,-1.41,-9.92,4
159013,-3.10,-1.45,-9.81,5
240265,-2.71,-1.37,-9.89,4
46105,-2.75,-1.37,-9.85,3
216469,-3.18,-1.49,-9.81,5
156973,-2.39,-1.45,-9.96,0
45649,-3.22,-1.49,-9.77,5
31009,-2.67,-1.41,-9.92,4
237589,-2.67,-1.37,-9.92,3
244129,-2.63,-1.29,-9.92,3
47185,-2.71,-1.49,-9.92,4
139081,-3.96,-1.57,-9.41,1
179917,-3.18,-1.49,-9.81,5
197833,-2.63,-1.37,-9.92,3
238657,-2.20,-1.22,-10.00,2
164005,-2.16,-1.26,-10.08,2
156253,-2.35,-1.37,-9.92,0
224473,-2.39,-1.37,-9.92,0
39805,-2.75,-1.41,-9.85,4
65533,-3.22,-1.45,-9.77,5
173101,-2.67,-1.33,-9.89,3
104845,-3.14,-1.45,-9.81,5
40609,-2.39,-1.49,-9.96,0
85297,-3.88,-1.53,-9.49,1
89725,-2.71,-1.41,-9.96,3
38473,-2.71,-1.41,-9.92,4
129421,-2.20,-1.26,-10.04,2
116293,-2.67,-1.41,-9.92,3
21457,-2.63,-1.49,-9.92,4
26569,-2.43,-1.45,-9.92,0
167389,-2.71,-1.45,-9.89,4
35113,-3.10,-1.49,-9.81,5
137917,-2.67,-1.41,-9.89,3
52561,-2.43,-1.45,-9.92,0
175273,-3.10,-1.49,-9.77,5
184009,-3.92,-1.49,-9.38,1
63301,-3.14,-1.49,-9.89,5
107833,-2.24,-1.22,-9.96,2
75241,-2.43,-1.41,-9.92,0
181417,-2.71,-1.45,-9.96,4
172165,-2.31,-1.33,-10.00,0
61789,-2.24,-1.18,-10.04,2
199381,-2.71,-1.33,-9.89,3
77749,-2.43,-1.41,-9.96,0
49141,-2.39,-1.45,-9.89,0
98461,-2.20,-1.26,-10.04,2
82717,-2.71,-1.37,-9.92,3
199993,-2.63,-1.37,-9.92,3
216073,-3.88,-1.49,-9.53,1
180637,-2.35,-1.37,-9.96,0
247957,-3.22,-1.49,-9.73,5
205381,-2.39,-1.33,-9.96,0
117517,-2.67,-1.37,-9.92,3
106537,-2.47,-1.45,-9.92,0
96001,-2.20,-1.22,-10.00,2
34561,-3.18,-1.49,-9.77,5
58045,-2.24,-1.22,-10.04,2
20077,-2.75,-1.41,-9.92,4
42361,-3.92,-1.53,-9.57,1
128773,-3.14,-1.45,-9.77,5
156193,-2.20,-1.26,-10.00,2
232369,-2.67,-1.37,-9.92,3
81709,-2.71,-1.37,-9.89,4
155149,-2.43,-1.41,-9.96,0
187513,-2.20,-1.26,-10.04,2
124753,-2.20,-1.22,-10.04,2
46813,-2.75,-1.41,-9.89,4
90217,-2.43,-1.49,-9.92,0
40765,-2.31,-1.45,-9.92,0
96637,-2.20,-1.22,-10.04,2
100765,-3.14,-1.49,-9.77,5
35077,-2.24,-1.22,-10.00,2
106009,-2.43,-1.45,-9.89,0
98281,-3.88,-1.49,-9.57,1
173461,-3.14,-1.49,-9.81,5
47617,-2.79,-1.41,-10.04,4
65653,-2.75,-1.41,-9.92,3
245473,-2.47,-1.29,-10.00,0
207805,-2.63,-1.41,-9.89,4
78073,-3.14,-1.49,-9.81,5
187741,-2.67,-1.37,-9.92,3
62845,-2.75,-1.41,-9.89,4
50389,-3.84,-1.49,-9.49,1
47785,-2.43,-1.49,-9.96,0
42313,-2.39,-1.49,-9.96,0
158941,-3.88,-1.49,-9.49,1
128449,-2.75,-1.49,-9.96,4
122077,-2.16,-1.26,-10.00,2
209881,-2.63,-1.37,-9.92,3
58273,-2.24,-1.18,-9.96,2
62221,-3.92,-1.61,-9.45,1
78793,-2.39,-1.49,-9.92,0
50173,-2.67,-1.41,-9.96,3
52945,-3.88,-1.53,-9.57,1
155857,-3.88,-1.49,-9.49,1
115441,-2.20,-1.22,-10.00,2
229501,-3.14,-1.45,-9.81,5
244537,-2.63,-1.33,-9.92,3
221521,-2.43,-1.37,-9.96,0
70069,-2.35,-1.45,-9.92,0
168385,-2.20,-1.22,-10.04,2
124501,-2.75,-1.45,-9.92,4
248605,-3.18,-1.49,-9.81,5
140497,-2.39,-1.37,-9.96,0
191353,-2.39,-1.33,-9.96,0
246901,-3.14,-1.45,-9.89,5
75121,-2.39,-1.45,-9.92,0
170941,-2.43,-1.37,-9.96,0
108157,-2.24,-1.26,-10.00,2
245269,-2.79,-1.33,-9.89,3
258805,-2.20,-1.22,-10.04,2
231493,-2.43,-1.33,-9.96,0
258589,-2.20,-1.22,-10.04,2
45589,-2.16,-1.22,-10.00,2
71089,-2.67,-1.41,-9.92,3
238537,-2.75,-1.41,-9.89,4
173557,-3.14,-1.45,-9.85,5
76129,-2.47,-1.45,-9.92,0
217477,-4.00,-1.41,-9.53,1
42745,-3.84,-1.53,-9.53,1
248125,-2.28,-1.22,-10.00,2
124933,-2.20,-1.26,-10.04,2
216817,-3.96,-1.49,-9.45,1
237181,-3.96,-1.53,-9.49,1
237565,-2.43,-1.33,-9.96,0
173737,-4.04,-1.49,-9.45,1
87865,-2.47,-1.45,-10.00,0
90001,-2.24,-1.18,-10.00,2
166405,-2.71,-1.45,-9.92,4
211825,-2.63,-1.33,-9.92,3
151489,-2.20,-1.26,-10.00,2
109933,-2.20,-1.26,-9.96,2
206785,-2.28,-1.22,-9.92,2
186601,-2.39,-1.33,-10.00,0
53389,-2.59,-1.49,-9.81,4
218173,-2.63,-1.33,-9.89,3
133417,-3.96,-1.45,-9.49,1
40585,-2.43,-1.53,-9.96,0
240793,-3.96,-1.45,-9.41,1
189493,-3.92,-1.53,-9.53,1
137173,-2.67,-1.41,-9.92,4
230425,-2.67,-1.41,-9.92,3
33529,-3.14,-1.45,-9.77,5
21277,-2.75,-1.45,-9.89,3
201241,-3.14,-1.45,-9.85,5
122365,-3.18,-1.49,-9.81,5
230377,-2.35,-1.37,-9.96,0
46525,-2.20,-1.29,-10.00,2
110665,-2.67,-1.37,-9.89,3
216361,-2.67,-1.37,-9.92,3
150349,-2.43,-1.41,-9.96,0
97741,-3.06,-1.53,-9.85,5
158029,-3.88,-1.49,-9.49,1
87181,-2.71,-1.45,-9.89,4
132733,-2.75,-1.41,-9.92,4
222457,-3.92,-1.49,-9.49,1
200257,-2.71,-1.41,-9.89,4
48733,-2.20,-1.26,-10.00,2
30361,-2.35,-1.49,-9.92,0
207769,-2.39,-1.33,-9.96,0
221629,-2.39,-1.33,-10.00,0
77401,-3.10,-1.41,-9.81,5
79201,-2.63,-1.41,-9.89,3
246121,-2.20,-1.18,-9.96,2
204589,-2.67,-1.37,-9.96,3
79405,-2.71,-1.45,-9.92,4
114973,-3.84,-1.53,-9.57,1
182761,-3.14,-1.49,-9.73,5
113857,-3.96,-1.53,-9.49,1
169177,-3.14,-1.53,-9.85,5
215653,-2.43,-1.37,-9.96,0
94621,-2.39,-1.41,-9.96,0
230641,-2.71,-1.41,-9.89,4
230809,-3.96,-1.53,-9.57,1
49513,-2.43,-1.45,-9.89,0
114205,-2.04,-1.22,-10.00,2
219529,-4.00,-1.49,-9.41,1
239881,-2.71,-1.41,-9.92,4
257077,-2.20,-1.22,-10.04,2
221485,-2.35,-1.33,-9.96,0
216949,-2.63,-1.37,-9.92,3
215029,-3.18,-1.49,-9.77,5
211357,-3.18,-1.49,-9.89,5
221725,-2.12,-1.22,-10.00,2
78145,-2.63,-1.41,-9.92,3
48661,-2.71,-1.45,-9.92,4
54997,-2.71,-1.45,-9.92,4
62281,-2.67,-1.41,-9.85,3
241093,-2.43,-1.37,-9.89,0
70933,-2.43,-1.45,-9.96,0
58981,-3.92,-1.49,-9.49,1
113137,-2.67,-1.37,-9.92,3
113485,-2.12,-1.18,-9.96,2
57781,-2.67,-1.41,-9.92,3
109165,-3.14,-1.49,-9.77,5
104269,-2.67,-1.37,-9.92,3
179473,-2.75,-1.37,-9.81,4
31861,-2.12,-1.18,-10.12,2
229705,-3.92,-1.49,-9.49,1
115609,-2.16,-1.22,-10.00,2
25009,-2.67,-1.41,-9.92,4
93613,-3.88,-1.49,-9.53,1
65125,-2.24,-1.26,-10.00,2
232429,-4.00,-1.49,-9.57,1
132625,-2.20,-1.18,-10.00,2
97645,-2.67,-1.41,-9.96,4
54433,-2.71,-1.45,-9.85,3
23041,-3.14,-1.49,-9.73,5
48781,-2.67,-1.41,-9.92,3
200077,-2.75,-1.41,-9.81,4
108889,-2.67,-1.33,-9.92,3
221533,-2.75,-1.41,-9.89,4
179725,-2.63,-1.33,-9.92,3
22909,-3.06,-1.53,-9.81,5
58273,-2.39,-1.41,-9.96,0
23737,-2.67,-1.41,-9.92,4
140245,-3.88,-1.45,-9.61,1
58453,-3.18,-1.45,-9.73,5
46681,-2.35,-1.49,-9.96,0
95965,-2.43,-1.45,-9.96,0
55621,-3.14,-1.49,-9.77,5
26617,-3.84,-1.53,-9.53,1
65329,-2.16,-1.22,-10.00,2
171409,-2.71,-1.29,-9.89,3
30037,-2.67,-1.29,-9.89,3
116929,-2.39,-1.45,-9.96,0
132193,-2.43,-1.37,-9.96,0
222541,-2.59,-1.41,-9.92,3
212473,-2.71,-1.37,-9.96,4
188029,-3.14,-1.45,-9.85,5
228277,-2.63,-1.33,-9.92,4
224977,-2.16,-1.22,-10.04,2
205297,-3.96,-1.49,-9.45,1
205177,-2.43,-1.33,-9.96,0
130669,-3.84,-1.45,-9.49,1
90853,-3.10,-1.49,-9.77,5
75661,-2.39,-1.41,-9.96,0
141949,-2.67,-1.33,-9.96,4
29449,-2.67,-1.41,-9.92,4
176425,-2.67,-1.45,-9.92,4
133429,-2.71,-1.41,-9.89,4
209821,-2.71,-1.41,-9.89,4
107257,-2.75,-1.37,-9.96,4
212557,-2.71,-1.41,-9.92,4
209161,-2.71,-1.33,-9.89,3
174637,-2.35,-1.37,-9.96,0
231649,-2.24,-1.22,-10.00,2
28549,-2.67,-1.41,-9.89,4
192253,-3.18,-1.49,-9.85,5
185917,-2.24,-1.22,-10.00,2
85477,-2.16,-1.26,-10.00,2
51121,-2.71,-1.33,-9.89,3
131881,-2.20,-1.22,-10.08,2
37381,-3.18,-1.49,-9.81,5
185725,-2.16,-1.18,-10.04,2
202105,-2.39,-1.33,-9.96,0
40669,-2.35,-1.49,-9.96,0
101437,-3.10,-1.49,-9.77,5
76909,-2.47,-1.45,-9.96,0
135925,-2.43,-1.41,-9.96,0
45109,-2.71,-1.41,-9.92,4
119665,-2.20,-1.22,-10.04,2
146869,-2.71,-1.33,-9.89,4
112201,-2.16,-1.26,-9.96,2
166549,-3.14,-1.53,-9.85,5
159289,-3.88,-1.53,-9.57,1
113185,-2.43,-1.45,-9.96,0
143161,-2.67,-1.41,-9.92,4
57517,-2.28,-1.26,-10.00,2
152485,-2.16,-1.26,-10.04,2
76885,-2.67,-1.41,-9.96,3
199513,-2.63,-1.37,-9.92,3
165661,-3.96,-1.49,-9.61,1
164893,-3.22,-1.45,-9.73,5
198061,-2.20,-1.22,-10.04,2
143377,-2.43,-1.37,-9.92,0
118357,-2.43,-1.41,-9.92,0
74773,-3.88,-1.53,-9.34,1
234457,-4.00,-1.61,-9.38,1
102589,-2.71,-1.45,-9.92,4
235081,-3.18,-1.45,-9.85,5
213649,-3.14,-1.49,-9.85,5
186409,-2.43,-1.37,-9.96,0
94357,-2.43,-1.45,-9.92,0
93181,-2.71,-1.45,-9.85,4
102349,-3.14,-1.49,-9.77,5
150925,-3.77,-1.53,-9.45,1
163081,-2.39,-1.37,-9.96,0
152869,-3.14,-1.45,-9.73,5
117793,-3.92,-1.53,-9.85,1
244609,-2.63,-1.33,-9.92,3
152029,-2.39,-1.41,-9.96,0
166081,-2.20,-1.22,-10.00,2
21433,-3.10,-1.45,-9.81,5
176881,-3.22,-1.37,-9.77,5
55009,-2.67,-1.41,-9.92,4
117781,-2.39,-1.41,-9.96,0
247477,-2.71,-1.37,-9.92,4
50017,-3.88,-1.49,-9.41,1
226249,-2.63,-1.33,-9.92,3
64789,-2.43,-1.45,-9.96,0
40801,-2.31,-1.45,-9.92,0
174709,-3.14,-1.49,-9.81,5
124453,-2.24,-1.26,-10.00,2
84349,-2.16,-1.26,-10.04,2
82981,-3.14,-1.49,-9.81,5
169189,-2.39,-1.37,-10.00,0
47137,-2.67,-1.41,-9.92,3
61321,-2.24,-1.29,-10.00,2
203893,-2.67,-1.37,-9.92,3
174661,-3.18,-1.41,-9.81,5
24457,-2.75,-1.37,-9.96,4
105697,-2.43,-1.37,-9.96,0
86257,-3.18,-1.49,-9.77,5
158977,-3.18,-1.45,-9.81,5
109681,-3.88,-1.53,-9.53,1
134629,-2.39,-1.41,-10.00,0
132709,-3.14,-1.49,-9.85,5
65341,-3.14,-1.45,-9.85,5
237409,-3.92,-1.45,-9.65,1
166297,-2.75,-1.37,-9.89,4
157813,-3.80,-1.53,-9.53,1
245101,-2.24,-1.26,-10.08,2
142417,-3.18,-1.45,-9.77,5
239437,-2.63,-1.41,-9.92,3
143365,-2.20,-1.22,-10.00,2
173833,-3.14,-1.45,-9.77,5
75973,-2.71,-1.41,-9.92,3
66793,-2.20,-1.22,-10.04,2
132277,-2.71,-1.41,-9.96,4
118333,-2.63,-1.33,-9.96,3
72913,-2.16,-1.22,-10.00,2
25405,-3.80,-1.57,-9.38,1
95845,-3.14,-1.49,-9.85,5
218581,-2.35,-1.33,-9.96,0
79141,-3.18,-1.45,-9.77,5
192781,-2.67,-1.41,-9.92,4
128653,-2.20,-1.22,-10.04,2
127813,-2.67,-1.45,-9.89,4
154585,-2.63,-1.33,-9.92,3
72409,-2.43,-1.45,-9.96,0
131581,-2.75,-1.37,-9.96,4
37717,-3.96,-1.53,-9.53,1
110221,-3.84,-1.49,-9.57,1
106861,-2.35,-1.45,-10.00,0
74425,-3.92,-1.57,-9.53,1
117697,-2.67,-1.37,-9.89,3
39061,-2.63,-1.37,-9.92,4
208849,-3.96,-1.57,-9.53,1
181369,-3.96,-1.49,-9.49,1
75373,-3.84,-1.49,-9.45,1
159949,-2.16,-1.22,-10.00,2
222157,-2.39,-1.33,-10.00,0
140665,-2.39,-1.37,-9.96,0
60373,-2.47,-1.45,-9.96,0
164557,-3.14,-1.45,-9.89,5
88069,-3.92,-1.57,-9.61,1
248569,-2.75,-1.37,-9.96,4
110437,-2.63,-1.41,-9.89,3
190501,-3.96,-1.53,-9.45,1
96481,-2.71,-1.41,-9.89,4
85141,-2.43,-1.45,-9.96,0
217009,-2.20,-1.18,-10.04,2
225733,-2.63,-1.37,-9.92,3
167857,-3.88,-1.49,-9.53,1
242053,-4.00,-1.49,-9.45,1
48205,-2.71,-1.41,-9.89,4
246205,-2.39,-1.37,-9.96,0
45637,-2.71,-1.45,-9.92,4
126001,-2.16,-1.22,-10.00,2
82033,-2.75,-1.37,-9.89,4
135805,-3.88,-1.49,-9.49,1
240277,-3.18,-1.49,-9.73,5
152485,-2.43,-1.41,-9.92,0
149593,-2.20,-1.22,-10.04,2
185713,-2.39,-1.37,-10.00,0
177613,-2.59,-1.41,-9.96,3
64381,-2.67,-1.49,-9.81,4
79513,-2.63,-1.37,-9.92,3
240817,-2.43,-1.33,-9.96,0
196393,-2.75,-1.37,-9.92,4
49405,-2.16,-1.26,-10.00,2
201421,-2.75,-1.37,-9.89,4
35941,-2.75,-1.41,-9.92,4
156865,-4.00,-1.45,-9.45,1
30649,-3.14,-1.49,-9.89,5
146029,-3.14,-1.53,-9.81,5
234721,-2.24,-1.22,-10.04,2
176953,-3.88,-1.53,-9.57,1
186061,-3.14,-1.49,-9.85,5
90973,-2.16,-1.26,-10.04,2
113557,-2.43,-1.45,-9.92,0
110917,-2.47,-1.45,-9.92,0
169129,-2.24,-1.22,-9.96,2
151009,-2.16,-1.22,-10.04,2
129505,-2.67,-1.37,-9.89,4
221197,-3.18,-1.49,-9.77,5
77269,-2.71,-1.37,-9.92,3
214489,-2.67,-1.37,-9.92,3
91357,-2.24,-1.22,-10.00,2
93001,-2.75,-1.37,-9.96,4
157705,-2.59,-1.29,-9.96,3
186901,-2.63,-1.37,-9.92,3
146485,-2.75,-1.41,-9.96,3
37801,-2.67,-1.37,-9.92,3
130345,-2.71,-1.41,-9.92,3
43273,-2.71,-1.41,-9.92,4
213493,-2.39,-1.33,-10.00,0
172741,-2.63,-1.33,-9.89,3
76645,-3.92,-1.49,-9.53,1
157081,-3.06,-1.53,-9.77,5
127717,-2.43,-1.45,-9.92,0
126193,-2.20,-1.22,-9.96,2
132529,-2.43,-1.41,-9.96,0
45553,-2.71,-1.33,-9.96,3
184189,-2.63,-1.29,-9.85,3
131857,-3.88,-1.49,-9.57,1
30325,-2.67,-1.41,-9.92,3
32869,-2.67,-1.33,-9.96,3
59869,-2.67,-1.33,-9.92,3
235993,-2.20,-1.26,-10.00,2
